UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
202041,2,2,1,1,1,1,2,1,2,1,,675,394,18,U,1,3,2
202041,3,3,1,1,1,1,1,1,4,1,,675,394,18,U,1,3,2
202041,5,3,1,1,1,1,1,1,4,1,,675,394,18,U,1,3,2
202045,1,3,1,1,1,1,2,1,2,1,,702,395,18,U,1,3,2
202045,2,3,1,1,1,1,1,1,5,1,,702,395,18,U,1,3,2
202045,4,3,1,1,1,1,1,1,4,1,,702,395,18,U,1,3,2
202045,5,2,1,1,1,1,1,1,6,1,,702,395,18,U,1,3,2
202077,1,3,1,1,1,1,1,1,2,1,,683,396,18,U,1,3,2
202077,3,3,1,1,1,1,1,1,2,1,,683,396,18,U,1,3,2
202077,4,3,1,1,1,1,1,1,2,1,,683,396,18,U,1,3,2
202077,5,3,1,1,1,1,1,1,4,1,,683,396,18,U,1,3,2
202097,1,2,1,1,1,1,2,2,3,1,,599,397,18,U,1,3,2
202097,2,3,1,1,1,1,1,1,4,1,,599,397,18,U,1,3,2
202097,3,3,1,1,1,1,1,1,2,1,,599,397,18,U,1,3,2
202097,4,3,1,1,1,1,1,1,2,1,,599,397,18,U,1,3,2
202097,5,3,1,1,1,1,1,1,3,1,,599,397,18,U,1,3,2
202104,1,3,1,1,1,1,1,1,1,1,,727,398,19,U,1,4,2
202104,2,3,1,1,1,1,1,2,2,1,,727,398,19,U,1,4,2
202104,3,3,1,1,1,1,1,1,4,1,,727,398,19,U,1,4,2
202104,4,3,1,1,1,1,1,1,4,1,,727,398,19,U,1,4,2
202104,5,3,1,1,1,1,1,1,2,1,,727,398,19,U,1,4,2
202115,1,2,1,1,1,1,1,1,3,1,,749,399,18,U,1,3,2
202115,2,2,1,1,1,1,1,2,5,1,,749,399,18,U,1,3,2
202115,3,2,1,1,1,1,2,2,3,1,,749,399,18,U,1,3,2
202115,4,3,1,1,1,1,1,2,1,1,,749,399,18,U,1,3,2
202115,5,3,1,1,1,1,1,1,5,1,,749,399,18,U,1,3,2
202156,1,3,1,1,1,1,1,1,2,1,,697,400,18,U,1,3,2
202156,2,3,1,1,1,1,1,1,2,1,,697,400,18,U,1,3,2
202156,3,3,1,1,1,1,1,1,1,1,,697,400,18,U,1,3,2
202156,4,3,1,1,1,1,1,1,6,1,,697,400,18,U,1,3,2
202156,5,3,1,1,1,1,2,2,1,1,,697,400,18,U,1,3,2
202164,2,3,1,1,1,1,1,1,1,1,,626,401,18,U,1,3,2
202164,3,3,1,1,1,1,1,1,4,1,,626,401,18,U,1,3,2
202164,4,2,1,1,1,1,1,1,3,1,,626,401,18,U,1,3,2
202200,2,3,1,1,1,1,1,1,3,1,,752,402,18,U,1,3,2
202200,4,3,1,1,1,1,1,1,2,1,,752,402,18,U,1,3,2
202200,5,3,1,1,1,1,1,1,1,1,,752,402,18,U,1,3,2
202207,1,3,1,1,1,1,1,1,4,1,,736,403,17,U,1,2,2
202207,2,2,1,1,1,1,1,1,3,1,,736,403,17,U,1,2,2
202207,3,2,1,1,1,1,1,1,1,1,,736,403,17,U,1,2,2
202207,4,2,1,1,1,1,1,1,4,1,,736,403,17,U,1,2,2
202207,5,2,1,1,1,1,1,1,3,1,,736,403,17,U,1,2,2
202232,1,3,1,1,1,1,1,1,1,1,,534,404,18,U,1,3,2
202232,2,3,1,1,1,1,1,2,1,1,,534,404,18,U,1,3,2
202232,3,2,1,1,1,1,1,2,2,1,,534,404,18,U,1,3,2
202232,4,2,1,1,1,1,1,1,2,1,,534,404,18,U,1,3,2
202232,5,2,1,1,1,1,1,1,3,1,,534,404,18,U,1,3,2
202259,1,3,1,1,1,1,1,1,4,1,,581,405,17,U,1,2,2
202259,2,3,1,1,1,1,1,1,2,1,,581,405,17,U,1,2,2
202259,3,2,1,1,1,1,1,1,1,1,,581,405,17,U,1,2,2
202259,4,2,1,1,1,1,1,1,1,1,,581,405,17,U,1,2,2
202259,5,2,1,1,1,1,1,1,3,1,,581,405,17,U,1,2,2
202260,1,2,1,1,1,1,1,1,2,1,,680,406,18,U,1,3,2
202260,2,2,1,1,1,1,2,2,3,1,,680,406,18,U,1,3,2
202260,5,2,1,1,1,1,1,1,1,1,,680,406,18,U,1,3,2
202275,1,2,1,1,1,1,1,1,3,1,,642,407,18,U,1,3,2
202275,2,3,1,1,1,1,1,1,2,1,,642,407,18,U,1,3,2
202275,4,3,1,1,1,1,1,1,4,1,,642,407,18,U,1,3,2
202290,1,2,1,1,1,1,1,1,2,1,,732,408,18,U,1,3,2
202290,2,3,1,1,1,1,1,1,3,1,,732,408,18,U,1,3,2
202290,4,3,1,1,1,1,1,1,3,1,,732,408,18,U,1,3,2
202290,5,3,1,1,1,1,1,1,3,1,,732,408,18,U,1,3,2
202349,2,3,1,1,1,1,1,1,5,1,,616,409,19,U,1,4,2
202349,3,3,1,1,1,1,1,1,2,1,,616,409,19,U,1,4,2
202349,4,3,1,1,1,1,1,1,6,1,,616,409,19,U,1,4,2
202349,5,2,1,1,1,1,1,1,4,1,,616,409,19,U,1,4,2
202363,1,3,1,1,1,1,1,1,3,1,,680,410,19,U,1,4,2
202363,2,3,1,1,1,1,2,2,7,2,2,680,410,19,U,1,4,2
202363,3,2,1,1,1,1,1,1,2,1,,680,410,19,U,1,4,2
202363,4,2,1,1,1,1,2,1,1,1,,680,410,19,U,1,4,2
202426,1,2,1,1,1,1,1,1,3,1,,668,411,19,U,1,4,2
202426,3,3,1,1,1,1,1,1,1,1,,668,411,19,U,1,4,2
202426,4,3,1,1,1,1,1,1,6,1,,668,411,19,U,1,4,2
202426,5,3,1,1,1,1,1,1,2,1,,668,411,19,U,1,4,2
202440,1,2,1,1,1,1,1,2,1,1,,765,412,19,U,1,4,2
202440,2,3,1,1,1,1,1,2,3,1,,765,412,19,U,1,4,2
202440,3,2,1,1,1,1,1,1,4,1,,765,412,19,U,1,4,2
202440,4,2,1,1,1,1,1,1,3,1,,765,412,19,U,1,4,2
202440,5,2,1,1,1,1,1,1,4,1,,765,412,19,U,1,4,2
202468,1,3,1,1,1,1,1,1,4,1,,798,413,19,U,1,4,2
202468,2,3,1,1,1,1,1,1,5,1,,798,413,19,U,1,4,2
202468,3,3,1,1,1,1,1,1,4,1,,798,413,19,U,1,4,2
202468,4,2,1,1,1,1,1,1,4,1,,798,413,19,U,1,4,2
202468,5,3,1,1,1,1,1,1,5,1,,798,413,19,U,1,4,2
202473,1,3,1,1,1,1,1,1,4,1,,680,414,19,U,1,4,2
202473,2,3,1,1,1,1,1,1,2,1,,680,414,19,U,1,4,2
202473,3,3,1,1,1,1,1,1,1,1,,680,414,19,U,1,4,2
202473,5,3,1,1,1,1,1,1,6,1,,680,414,19,U,1,4,2
202476,1,3,1,1,1,1,1,1,1,1,,777,415,19,U,1,4,2
202476,2,3,1,1,1,1,1,1,3,1,,777,415,19,U,1,4,2
202476,3,3,1,1,1,1,1,1,3,1,,777,415,19,U,1,4,2
202476,4,3,1,1,1,1,1,2,3,1,,777,415,19,U,1,4,2
202476,5,3,1,1,1,1,1,1,5,1,,777,415,19,U,1,4,2
202483,1,2,1,1,1,1,1,1,3,1,,654,416,19,U,1,4,2
202483,2,3,1,1,1,1,1,1,2,1,,654,416,19,U,1,4,2
202483,3,3,1,1,1,1,1,1,3,1,,654,416,19,U,1,4,2
202483,4,2,1,1,1,1,1,1,5,1,,654,416,19,U,1,4,2
202483,5,3,1,1,1,1,1,1,6,1,,654,416,19,U,1,4,2
202553,1,3,1,1,1,1,1,1,2,1,,727,417,19,U,1,4,2
202553,2,3,1,1,1,1,1,1,3,1,,727,417,19,U,1,4,2
202553,3,3,1,1,1,1,1,2,1,1,,727,417,19,U,1,4,2
202553,4,2,1,1,1,1,1,2,5,1,,727,417,19,U,1,4,2
202553,5,3,1,1,1,1,1,1,3,1,,727,417,19,U,1,4,2
202558,1,3,1,1,1,1,1,1,2,1,,666,418,19,U,1,4,2
202558,2,3,1,1,1,1,2,1,1,1,,666,418,19,U,1,4,2
202558,3,3,1,1,1,1,1,1,3,1,,666,418,19,U,1,4,2
202558,4,2,1,1,1,1,1,2,3,1,,666,418,19,U,1,4,2
202588,1,2,1,1,1,1,2,1,3,1,,637,419,17,U,1,2,2
202588,2,3,1,1,1,1,1,1,2,1,,637,419,17,U,1,2,2
202588,3,3,1,1,1,1,1,1,5,1,,637,419,17,U,1,2,2
202588,4,2,1,1,1,1,1,1,2,1,,637,419,17,U,1,2,2
202588,5,2,1,1,1,1,1,2,1,1,,637,419,17,U,1,2,2
202591,1,2,1,1,1,1,1,1,4,1,,671,420,17,U,1,2,2
202591,2,2,1,1,1,1,1,2,1,1,,671,420,17,U,1,2,2
202591,3,2,1,1,1,1,2,1,1,1,,671,420,17,U,1,2,2
202591,4,3,1,1,1,1,1,1,4,1,,671,420,17,U,1,2,2
202591,5,2,1,1,1,1,2,2,3,1,,671,420,17,U,1,2,2
202760,1,2,1,1,1,1,1,1,2,1,,639,421,17,U,1,2,2
202760,2,2,1,1,1,1,1,1,2,1,,639,421,17,U,1,2,2
202760,3,2,1,1,1,1,1,1,3,1,,639,421,17,U,1,2,2
202760,4,3,1,1,1,1,1,1,4,1,,639,421,17,U,1,2,2
202760,5,3,1,1,1,1,1,2,5,1,,639,421,17,U,1,2,2
202776,1,2,1,1,1,1,1,2,1,1,,692,422,18,U,1,3,2
202776,2,2,1,1,1,1,1,1,2,1,,692,422,18,U,1,3,2
202776,3,2,1,1,1,1,2,2,4,1,,692,422,18,U,1,3,2
202776,4,3,1,1,1,1,1,1,4,1,,692,422,18,U,1,3,2
202776,5,3,1,1,1,1,1,1,1,1,,692,422,18,U,1,3,2
202785,1,2,1,1,1,1,1,1,4,1,,602,423,18,U,1,3,2
202785,2,3,1,1,1,1,1,2,1,1,,602,423,18,U,1,3,2
202785,3,2,1,1,1,1,1,1,3,1,,602,423,18,U,1,3,2
202785,4,3,1,1,1,1,1,1,2,1,,602,423,18,U,1,3,2
202785,5,2,1,1,1,1,1,1,5,1,,602,423,18,U,1,3,2
202794,1,3,1,1,1,1,1,1,5,1,,739,424,19,U,1,4,2
202794,2,2,1,1,1,1,1,1,3,1,,739,424,19,U,1,4,2
202794,3,3,1,1,1,1,1,1,6,1,,739,424,19,U,1,4,2
202794,4,2,1,1,1,1,1,2,1,1,,739,424,19,U,1,4,2
202806,2,3,1,1,1,1,1,1,3,1,,697,425,18,U,1,3,2
202806,3,3,1,1,1,1,1,2,2,1,,697,425,18,U,1,3,2
202806,4,3,1,1,1,1,1,1,4,1,,697,425,18,U,1,3,2
202807,1,3,1,1,1,1,1,1,3,1,,755,426,19,U,1,4,2
202807,2,3,1,1,1,1,2,1,4,1,,755,426,19,U,1,4,2
202807,3,3,1,1,1,1,1,1,1,1,,755,426,19,U,1,4,2
202807,4,3,1,1,1,1,1,2,3,1,,755,426,19,U,1,4,2
202807,5,3,1,1,1,1,1,1,6,1,,755,426,19,U,1,4,2
202817,1,3,1,1,1,1,1,1,4,1,,758,427,19,U,1,4,2
202817,2,3,1,1,1,1,1,1,4,1,,758,427,19,U,1,4,2
202817,3,3,1,1,1,1,1,1,4,1,,758,427,19,U,1,4,2
202817,5,3,1,1,1,1,1,1,5,1,,758,427,19,U,1,4,2
202859,1,3,1,1,1,1,1,1,4,1,,648,428,17,U,1,2,2
202859,2,2,1,1,1,1,1,1,5,1,,648,428,17,U,1,2,2
202859,3,3,1,1,1,1,1,1,4,1,,648,428,17,U,1,2,2
202859,4,3,1,1,1,1,1,1,2,1,,648,428,17,U,1,2,2
202859,5,3,1,1,1,1,1,1,5,1,,648,428,17,U,1,2,2
202872,1,3,1,1,1,1,1,1,3,1,,671,429,17,U,1,2,2
202872,2,3,1,1,1,1,1,1,4,1,,671,429,17,U,1,2,2
202872,3,3,1,1,1,1,1,2,3,1,,671,429,17,U,1,2,2
202872,4,2,1,1,1,1,1,1,3,1,,671,429,17,U,1,2,2
202872,5,2,1,1,1,1,1,1,4,1,,671,429,17,U,1,2,2
202891,1,2,1,2,1,1,2,2,4,1,,699,430,17,U,1,2,2
202891,2,2,1,1,1,1,1,2,3,1,,699,430,17,U,1,2,2
202891,3,3,1,1,1,1,2,1,2,1,,699,430,17,U,1,2,2
202891,4,2,1,1,1,1,1,1,4,1,,699,430,17,U,1,2,2
202891,5,3,1,1,1,1,1,1,4,1,,699,430,17,U,1,2,2
202903,1,3,1,1,1,1,1,1,3,1,,658,431,17,U,1,2,2
202903,2,3,1,1,1,1,1,1,3,1,,658,431,17,U,1,2,2
202903,3,2,1,1,1,1,1,1,4,1,,658,431,17,U,1,2,2
202903,5,3,1,1,1,1,1,1,3,1,,658,431,17,U,1,2,2
202988,1,3,1,1,1,1,1,1,1,1,,730,432,19,U,1,4,2
202988,2,3,1,1,1,1,1,1,3,1,,730,432,19,U,1,4,2
202988,3,3,1,1,1,1,1,1,6,1,,730,432,19,U,1,4,2
202988,5,3,1,1,1,1,1,1,1,1,,730,432,19,U,1,4,2
203050,1,2,1,1,1,1,2,1,4,1,,555,433,17,U,1,2,2
203050,2,2,1,1,1,1,1,1,3,1,,555,433,17,U,1,2,2
203050,4,2,1,1,1,1,2,2,2,1,,555,433,17,U,1,2,2
203064,2,3,1,1,1,1,1,1,5,1,,689,434,18,U,1,3,2
203064,3,3,1,1,1,1,1,1,5,1,,689,434,18,U,1,3,2
203064,4,2,1,1,1,1,2,1,1,1,,689,434,18,U,1,3,2
203064,5,3,1,1,1,1,1,1,4,1,,689,434,18,U,1,3,2
203073,1,3,1,1,1,1,1,1,3,1,,603,435,17,U,1,2,2
203073,2,2,1,1,1,1,1,1,4,1,,603,435,17,U,1,2,2
203073,3,3,1,1,1,1,1,2,2,1,,603,435,17,U,1,2,2
203073,4,3,1,1,1,1,2,2,2,1,,603,435,17,U,1,2,2
203073,5,3,1,1,1,1,1,1,3,1,,603,435,17,U,1,2,2
203104,1,3,1,1,1,1,1,1,2,1,,623,436,17,U,1,2,2
203104,2,2,1,1,1,1,1,1,4,1,,623,436,17,U,1,2,2
203104,3,3,1,1,1,1,1,1,5,1,,623,436,17,U,1,2,2
203104,4,2,1,1,1,1,1,1,4,1,,623,436,17,U,1,2,2
203147,1,3,1,1,1,1,1,1,6,1,,619,437,18,U,1,3,2
203147,2,2,1,1,1,1,1,1,1,1,,619,437,18,U,1,3,2
203147,3,3,1,1,1,1,1,2,3,1,,619,437,18,U,1,3,2
203147,4,2,1,1,1,1,1,1,1,1,,619,437,18,U,1,3,2
203147,5,1,1,1,1,2,2,2,2,1,,619,437,18,U,1,3,2
203166,1,3,1,1,1,1,1,2,4,1,,405,438,18,U,1,3,2
203166,3,1,1,1,1,1,1,1,2,1,,405,438,18,U,1,3,2
203166,4,3,1,1,1,1,1,1,2,1,,405,438,18,U,1,3,2
203166,5,2,1,1,1,1,1,1,4,1,,405,438,18,U,1,3,2
203179,1,2,1,1,1,1,1,2,5,1,,582,439,18,U,1,3,2
203179,2,3,1,1,1,1,1,1,3,1,,582,439,18,U,1,3,2
203179,3,3,1,1,1,1,1,1,10,1,,582,439,18,U,1,3,2
203179,4,2,1,1,1,1,2,1,3,1,,582,439,18,U,1,3,2
203179,5,3,1,1,1,1,1,1,4,1,,582,439,18,U,1,3,2
203185,1,3,1,1,1,1,1,2,2,1,,601,440,17,U,1,2,2
203185,2,3,1,1,1,1,1,2,2,1,,601,440,17,U,1,2,2
203185,3,3,1,1,1,1,1,1,4,1,,601,440,17,U,1,2,2
203185,4,2,1,1,1,1,1,1,4,1,,601,440,17,U,1,2,2
203185,5,3,1,1,1,1,1,1,5,1,,601,440,17,U,1,2,2
203267,1,3,1,1,1,1,1,1,3,1,,784,441,19,U,1,4,2
203267,2,3,1,1,1,1,1,1,4,1,,784,441,19,U,1,4,2
203267,3,3,1,1,1,1,1,1,1,1,,784,441,19,U,1,4,2
203267,5,3,1,1,1,1,1,1,3,1,,784,441,19,U,1,4,2
203289,1,3,1,1,1,1,1,1,4,1,,598,442,18,U,1,3,2
203289,2,2,1,1,1,1,1,2,5,1,,598,442,18,U,1,3,2
203289,3,3,1,1,1,1,1,1,1,1,,598,442,18,U,1,3,2
203289,4,3,1,1,1,1,1,1,1,1,,598,442,18,U,1,3,2
203289,5,3,1,1,1,1,1,1,1,1,,598,442,18,U,1,3,2
203299,1,3,1,1,1,1,1,2,2,1,,558,443,17,U,1,2,2
203299,2,3,1,1,1,1,1,1,2,1,,558,443,17,U,1,2,2
203299,3,2,1,1,1,1,1,1,5,1,,558,443,17,U,1,2,2
203299,4,2,1,1,1,1,1,2,3,1,,558,443,17,U,1,2,2
203299,5,2,1,1,1,1,1,1,5,1,,558,443,17,U,1,2,2
203317,1,3,1,1,1,1,1,2,3,1,,491,444,17,U,1,2,2
203317,2,2,1,1,1,1,1,2,2,1,,491,444,17,U,1,2,2
203317,3,2,1,1,1,1,2,2,1,1,,491,444,17,U,1,2,2
203317,4,2,1,1,1,1,1,2,1,1,,491,444,17,U,1,2,2
203324,1,3,1,1,1,2,2,2,1,1,,366,445,17,U,1,2,2
203324,2,3,1,1,1,1,1,2,2,1,,366,445,17,U,1,2,2
203324,3,3,1,1,1,1,1,1,6,1,,366,445,17,U,1,2,2
203324,4,3,1,1,1,1,1,2,5,1,,366,445,17,U,1,2,2
203324,5,1,1,1,1,1,1,1,6,1,,366,445,17,U,1,2,2
203333,1,3,1,1,1,1,2,1,3,1,,520,446,17,U,1,2,2
203333,2,2,1,1,1,1,1,1,4,1,,520,446,17,U,1,2,2
203333,3,2,1,1,1,1,1,1,2,1,,520,446,17,U,1,2,2
203333,4,3,1,1,1,1,1,1,7,1,,520,446,17,U,1,2,2
203333,5,3,1,1,1,1,1,2,6,1,,520,446,17,U,1,2,2
203358,1,3,1,1,1,1,1,1,2,1,,552,447,18,U,1,3,2
203358,2,3,1,1,1,1,1,1,3,1,,552,447,18,U,1,3,2
203358,3,3,1,1,1,1,1,1,4,1,,552,447,18,U,1,3,2
203358,4,3,1,1,1,1,1,1,2,1,,552,447,18,U,1,3,2
203419,1,3,1,1,1,1,1,1,2,1,,556,448,18,U,1,3,2
203419,2,2,1,1,1,1,1,1,5,1,,556,448,18,U,1,3,2
203419,3,3,1,1,1,2,2,1,1,1,,556,448,18,U,1,3,2
203419,4,3,1,1,1,1,1,1,4,1,,556,448,18,U,1,3,2
203419,5,3,1,1,1,1,1,1,1,1,,556,448,18,U,1,3,2
203462,1,2,1,1,1,1,1,1,4,1,,795,449,19,U,1,4,2
203462,2,2,1,1,1,1,1,1,4,1,,795,449,19,U,1,4,2
203462,3,2,1,1,1,1,1,1,2,1,,795,449,19,U,1,4,2
203462,4,2,1,1,1,1,1,1,4,1,,795,449,19,U,1,4,2
203462,5,3,1,1,1,1,1,1,2,1,,795,449,19,U,1,4,2
203467,1,3,1,1,1,1,1,1,4,1,,546,450,18,U,1,3,2
203467,2,3,1,1,1,1,1,1,1,1,,546,450,18,U,1,3,2
203467,3,3,1,1,1,1,2,2,2,1,,546,450,18,U,1,3,2
203467,4,3,1,1,1,1,1,2,1,1,,546,450,18,U,1,3,2
203467,5,3,1,1,1,1,1,1,4,1,,546,450,18,U,1,3,2
203511,1,3,1,1,1,1,1,1,5,1,,525,451,19,U,1,4,2
203511,2,2,1,1,1,1,1,1,2,1,,525,451,19,U,1,4,2
203511,3,3,1,1,1,1,1,1,2,1,,525,451,19,U,1,4,2
203511,4,2,1,1,1,1,1,1,3,1,,525,451,19,U,1,4,2
203511,5,2,1,1,1,1,1,1,7,1,,525,451,19,U,1,4,2
203524,1,3,1,1,1,1,1,1,3,1,,610,452,18,U,1,3,2
203524,2,3,1,1,1,1,1,1,2,1,,610,452,18,U,1,3,2
203524,3,3,1,1,1,1,1,1,4,1,,610,452,18,U,1,3,2
203524,4,3,1,1,1,1,2,1,2,1,,610,452,18,U,1,3,2
203524,5,3,1,1,1,1,1,1,2,1,,610,452,18,U,1,3,2
203527,1,2,2,1,1,1,1,2,3,1,,775,453,17,U,1,2,2
203527,2,3,1,1,1,1,1,1,4,1,,775,453,17,U,1,2,2
203527,3,2,1,2,1,1,1,1,7,1,,775,453,17,U,1,2,2
203527,5,2,1,1,1,1,1,1,1,1,,775,453,17,U,1,2,2
203576,1,2,1,1,1,1,1,1,3,1,,527,454,18,U,1,3,2
203576,2,2,1,1,1,1,1,1,2,1,,527,454,18,U,1,3,2
203576,3,2,1,1,1,1,1,1,4,1,,527,454,18,U,1,3,2
203576,4,3,1,1,1,1,2,2,3,1,,527,454,18,U,1,3,2
203576,5,2,1,1,1,1,1,2,2,1,,527,454,18,U,1,3,2
203609,1,3,1,1,1,1,2,1,2,1,,544,455,19,U,1,4,2
203609,3,3,1,1,1,1,1,1,3,1,,544,455,19,U,1,4,2
203609,4,3,1,1,1,1,1,1,3,1,,544,455,19,U,1,4,2
203609,5,3,1,1,1,1,1,1,6,1,,544,455,19,U,1,4,2
203626,1,3,1,1,1,1,1,1,3,1,,730,456,19,U,1,4,2
203626,2,3,1,1,1,2,2,2,2,1,,730,456,19,U,1,4,2
203626,3,3,1,1,1,1,1,1,2,1,,730,456,19,U,1,4,2
203626,4,3,1,1,1,1,1,1,4,1,,730,456,19,U,1,4,2
203626,5,3,1,1,1,1,1,1,2,1,,730,456,19,U,1,4,2
203653,1,3,1,1,1,1,1,1,4,1,,610,457,18,U,1,3,2
203653,2,2,1,1,1,1,1,1,2,1,,610,457,18,U,1,3,2
203653,3,3,1,1,1,1,1,1,3,1,,610,457,18,U,1,3,2
203653,4,2,1,1,1,1,1,2,2,1,,610,457,18,U,1,3,2
203653,5,2,1,1,1,1,2,1,4,1,,610,457,18,U,1,3,2
203661,1,3,1,1,1,1,1,1,4,1,,559,458,18,U,1,3,2
203661,2,3,1,1,1,1,1,1,4,1,,559,458,18,U,1,3,2
203661,3,3,1,1,1,1,1,1,1,1,,559,458,18,U,1,3,2
203661,4,3,1,1,1,1,1,1,2,1,,559,458,18,U,1,3,2
203661,5,2,1,1,1,1,2,2,2,1,,559,458,18,U,1,3,2
203686,1,2,1,1,1,1,1,1,5,1,,498,459,17,U,1,2,2
203686,2,3,1,1,1,1,1,1,5,1,,498,459,17,U,1,2,2
203686,3,3,2,1,1,1,2,1,2,1,,498,459,17,U,1,2,2
203686,4,3,1,1,1,1,1,1,3,1,,498,459,17,U,1,2,2
203686,5,2,1,1,1,2,2,2,5,1,,498,459,17,U,1,2,2
203718,1,3,1,1,1,1,1,1,2,1,,643,460,18,U,1,3,2
203718,2,3,1,1,1,1,1,1,2,1,,643,460,18,U,1,3,2
203718,3,3,1,1,1,1,1,1,3,1,,643,460,18,U,1,3,2
203718,4,3,1,1,1,1,1,1,7,1,,643,460,18,U,1,3,2
203718,5,3,1,1,1,1,2,2,3,1,,643,460,18,U,1,3,2
203721,1,2,1,1,1,1,1,2,2,1,,580,461,18,U,1,3,2
203721,3,3,1,1,1,1,1,1,1,1,,580,461,18,U,1,3,2
203721,4,2,1,1,1,1,1,2,3,1,,580,461,18,U,1,3,2
203721,5,2,1,1,1,1,1,1,1,1,,580,461,18,U,1,3,2
203729,1,2,1,1,1,1,1,2,1,1,,642,462,19,U,1,4,2
203729,3,3,1,1,1,1,2,1,1,1,,642,462,19,U,1,4,2
203729,4,2,1,1,1,1,1,1,2,1,,642,462,19,U,1,4,2
203729,5,2,1,1,1,1,1,1,1,1,,642,462,19,U,1,4,2
203748,1,2,1,1,1,1,1,2,1,1,,518,463,17,U,1,2,2
203748,2,2,1,1,1,1,1,1,5,1,,518,463,17,U,1,2,2
203748,3,3,1,1,1,1,1,1,4,1,,518,463,17,U,1,2,2
203748,4,2,1,1,1,1,2,2,1,1,,518,463,17,U,1,2,2
203769,1,3,1,1,1,1,1,1,4,1,,583,464,18,U,1,3,2
203769,2,3,1,1,1,1,1,1,7,1,,583,464,18,U,1,3,2
203769,3,3,1,1,1,1,1,1,2,1,,583,464,18,U,1,3,2
203769,4,3,1,1,1,1,1,1,3,1,,583,464,18,U,1,3,2
203769,5,2,1,1,1,1,1,1,8,1,,583,464,18,U,1,3,2
203789,1,3,1,1,1,1,1,1,3,1,,693,465,19,U,1,4,2
203789,2,3,1,1,1,1,1,1,2,1,,693,465,19,U,1,4,2
203789,3,3,1,1,1,2,2,2,1,1,,693,465,19,U,1,4,2
203789,4,3,1,1,1,1,1,1,1,1,,693,465,19,U,1,4,2
203789,5,3,1,1,1,1,1,1,3,1,,693,465,19,U,1,4,2
203792,1,3,1,1,1,1,1,1,3,1,,678,466,18,U,1,3,2
203792,3,3,1,1,1,1,1,1,1,1,,678,466,18,U,1,3,2
203792,5,3,4,2,1,1,1,1,2,1,,678,466,18,U,1,3,2
203820,1,3,1,1,1,2,1,2,1,1,,668,467,18,U,1,3,2
203820,2,3,1,1,1,1,1,1,3,1,,668,467,18,U,1,3,2
203820,3,3,1,1,1,1,1,2,5,1,,668,467,18,U,1,3,2
203820,4,3,1,1,1,1,1,1,1,1,,668,467,18,U,1,3,2
203820,5,3,1,1,1,1,2,1,3,1,,668,467,18,U,1,3,2
203848,1,3,1,1,1,1,2,2,1,1,,633,468,17,U,1,2,2
203848,2,3,1,1,1,1,1,1,2,1,,633,468,17,U,1,2,2
203848,3,2,1,1,1,1,1,1,2,1,,633,468,17,U,1,2,2
203848,4,2,1,1,1,1,1,2,2,1,,633,468,17,U,1,2,2
203848,5,2,1,1,1,1,1,2,2,1,,633,468,17,U,1,2,2
203863,1,3,1,1,1,1,1,2,1,1,,538,469,17,U,1,2,2
203863,2,3,1,1,1,1,1,2,3,1,,538,469,17,U,1,2,2
203863,3,3,1,1,1,1,1,1,7,1,,538,469,17,U,1,2,2
203863,4,3,1,1,1,1,2,2,2,1,,538,469,17,U,1,2,2
203863,5,3,1,1,1,1,1,2,3,1,,538,469,17,U,1,2,2
203885,1,2,1,1,1,1,1,2,3,1,,690,470,18,U,1,3,2
203885,2,3,1,1,1,1,2,2,1,1,,690,470,18,U,1,3,2
203885,4,3,2,1,1,1,2,2,1,1,,690,470,18,U,1,3,2
203885,5,3,1,1,1,1,1,1,2,1,,690,470,18,U,1,3,2
203912,1,2,1,1,1,1,1,1,5,1,,616,471,17,U,1,2,2
203912,2,2,1,1,1,1,1,1,4,1,,616,471,17,U,1,2,2
203912,3,3,1,1,1,2,2,2,1,1,,616,471,17,U,1,2,2
203912,4,3,1,1,1,2,1,2,4,1,,616,471,17,U,1,2,2
203912,5,2,1,1,1,2,2,2,3,1,,616,471,17,U,1,2,2
203934,1,3,1,1,1,1,1,1,4,1,,625,472,17,U,1,2,2
203934,2,3,1,1,1,1,1,1,2,1,,625,472,17,U,1,2,2
203934,3,3,1,1,1,1,2,2,6,1,,625,472,17,U,1,2,2
203934,4,3,1,1,1,1,1,2,2,1,,625,472,17,U,1,2,2
203934,5,3,1,1,1,1,1,1,3,1,,625,472,17,U,1,2,2
203969,1,3,1,1,1,1,1,1,1,1,,514,473,17,U,1,2,2
203969,2,2,1,1,1,1,1,2,3,1,,514,473,17,U,1,2,2
203969,3,3,1,1,1,1,1,1,6,1,,514,473,17,U,1,2,2
203969,4,2,1,1,1,1,1,2,1,1,,514,473,17,U,1,2,2
203969,5,3,1,1,1,1,1,1,5,1,,514,473,17,U,1,2,2
203972,1,2,1,1,1,1,1,1,5,1,,778,474,17,U,1,2,2
203972,2,3,1,1,1,1,1,2,3,1,,778,474,17,U,1,2,2
203972,3,3,1,1,1,1,2,1,5,1,,778,474,17,U,1,2,2
203972,4,3,1,1,1,1,1,1,4,1,,778,474,17,U,1,2,2
203972,5,2,2,1,1,1,1,1,3,1,,778,474,17,U,1,2,2
